authors,titles,hrefs
Yoav Levine · David   Yakira · Nadav Cohen · Amnon Shashua,Deep Learning and Quantum Entanglement: Fundamental Connections with Implications to Network Design,https://openreview.net/forum?id=SywXXwJAb
Mark D. McDonnell,Training wide residual networks for deployment using a single bit for each weight,https://openreview.net/forum?id=rytNfI1AZ
Víctor Campos · Brendan Jou · Xavier Giro-i-Nieto · Jordi Torres · Shih-Fu Chang,Skip RNN: Learning to Skip State Updates in Recurrent Neural Networks,https://openreview.net/forum?id=HkwVAXyCW
Erin Grant · Chelsea Finn · Sergey Levine · Trevor Darrell · Thomas L Griffiths,Recasting Gradient-Based Meta-Learning as Hierarchical Bayes,https://openreview.net/forum?id=BJ_UL-k0b
Oran Shayer · Dan   Levi · Ethan Fetaya,Learning Discrete Weights Using the Local Reparameterization Trick,https://openreview.net/forum?id=BySRH6CpW
Stephen Merity · Nitish Shirish Keskar · richard   socher,Regularizing and Optimizing LSTM Language Models,https://openreview.net/forum?id=SyyGPP0TZ
Devendra Singh Chaplot · Emilio Parisotto ·  ,Active Neural Localization,https://openreview.net/forum?id=ry6-G_66b
Arbaaz Khan · Clark Zhang · Nikolay   Atanasov · Konstantinos   Karydis · Vijay   Kumar · Daniel D Lee,Memory Augmented Control Networks,https://openreview.net/forum?id=HyfHgI6aW
Pieter-Jan Kindermans · Kristof T Schütt · Maximilian   Alber · Klaus R Muller · Dumitru Erhan · Been Kim · Sven   Dähne,Learning how to explain neural networks: PatternNet and PatternAttribution,https://openreview.net/forum?id=Hkn7CBaTW
Chao Qiao · Bo Huang · Guocheng Niu · daren li · daxiang dong · wei he · Dianhai Yu · hua wu,A New Method of Region Embedding for Text Classification,https://openreview.net/forum?id=BkSDMA36Z
Vadim Popov · Mikhail Kudinov · Irina   Piontkovskaya · Petr Vytovtov · Alex Nevidomsky,Distributed Fine-tuning of Language Models on Private Data,https://openreview.net/forum?id=HkgNdt26Z
Sungyong Seo · Arash   Mohegh · George   Ban-Weiss · Yan   Liu,Automatically Inferring Data Quality for Spatiotemporal Forecasting,https://openreview.net/forum?id=ByJIWUnpW
Pan Zhou · Jiashi   Feng · Pan   Zhou,Empirical Risk Landscape Analysis for Understanding Deep Neural Networks,https://openreview.net/forum?id=B1QgVti6Z
Ricky Fok · Aijun An · Zana Rashidi · Xiaogang   Wang,Decoupling the Layers in Residual Networks,https://openreview.net/forum?id=SyMvJrdaW
Yen-Chang Hsu · Zhaoyang Lv · Zsolt Kira,Learning to cluster in order to transfer across domains and tasks,https://openreview.net/forum?id=ByRWCqvT-
Yichen Gong · Heng Luo · Jian Zhang,Natural Language Inference over Interaction Space,https://openreview.net/forum?id=r1dHXnH6-
Alex   Peysakhovich · Adam Lerer,Consequentialist conditional cooperation in social dilemmas with imperfect information,https://openreview.net/forum?id=BkabRiQpb
Andrew Brock · Theo   Lim · James   Ritchie · Nick   Weston,SMASH: One-Shot Model Architecture Search through HyperNetworks,https://openreview.net/forum?id=rydeCEhs-
